Year,Group,Sample,SampID,GSample,Drain,Zone,Type,Type2,DepthType,Easting,Northing,Longitude,Latitude,Depth_upper_cm,Depth_lower_cm,DepthMid,pH,EC,EC_units,Al,As,Ba,Ca,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn,REE
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400045,6468181,115.9427432,-31.91786212,0.01,10,5,7.1,4.05,mS,18814,5.41,63.5,1113,37.1,5.14,32.4,13,32826,3.217,1203,16.53,19.98,1994,44.3,3.978,5534,14.663,5.65,94.4,11.7,2236,19.43,12.922,45.87,6.764,143.1,71.51
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400045,6468181,115.9427432,-31.91786212,10,20,15,6.6,2.18,mS,27810,4.18,50.8,1048,50.2,7.49,39.4,14.6,22264,3.882,1535,22.14,29.62,2244,44.3,4.286,4464,18.652,8.83,94.1,14.6,2559,19.46,14.915,49.71,9.608,355.5,94.874
2025,7,2025-S0701,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,0.01,10,5,5.8,8.95,mS,59652,8.97,60.5,2152,168.2,6.75,59.3,128.5,33642,14.297,3019,51.86,55.8,3877,46.5,2.772,12273,75.745,23.96,666.1,32.4,1873,59.73,18.153,64.57,32.869,74.3,310.102
2025,7,2025-S0701,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,10,20,15,5.95,10.16,mS,53919,39.76,62,3448,163.9,6.78,55,313.6,46770,12.798,2658,59.88,42.11,4835,46.6,4.103,17892,65.059,19.5,2810.3,149.5,3509,83.05,14.907,65.65,39.05,220.9,301.637
2025,7,2025-S0701,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,20,30,25,5.62,9.78,mS,55193,16.04,90.2,2766,150.3,7.15,53.9,129.6,44429,13.97,3039,46.82,60.01,4330,39.8,4.123,18520,70.436,24.74,943.4,50.6,3323,92.25,16.162,62.6,29.903,88.5,281.526
2025,7,2025-S0701,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,30,40,35,5.53,7.27,mS,72196,5.22,119.7,1929,139.1,9.86,60.5,39.1,38277,13.997,3897,43.07,114.01,3825,35.9,4.953,13792,70.021,35.64,538.7,25.2,2539,129.8,16.404,79.13,23.926,34.2,266.188
2025,7,2025-S0701,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,40,60,50,6.1,4.95,mS,43763,4.94,59.6,2228,36.4,4.43,47.8,17.8,25068,3.128,1786,15.81,28.6,2188,60.8,5.928,5210,15.336,11.17,90.4,38.2,857,21.61,15.944,65.44,4.669,24.4,70.674
2025,7,2025-S0702,2,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,0.01,10,5,5.63,15.85,mS,39302,62.16,86.3,5944,194.2,6.78,43.8,595.4,61985,13.982,2457,79.52,27.19,7407,49.6,7.313,33552,68.479,17.27,4388.1,307.3,8307,155.12,8.995,58.02,53.318,351.8,356.181
2025,7,2025-S0702,2,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,10,20,15,5.65,9.97,mS,57479,9.4,69.7,2136,166.5,6.54,61.2,197.8,27749,12.251,2937,61.13,53.52,4162,47.9,1.827,13890,65.411,22.47,1252.3,55.2,2013,60.7,18.574,64.43,36.063,89.1,305.292
2025,7,2025-S0703,3,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,0.01,10,5,5.46,10.26,mS,34803,57.99,85.2,4267,141.4,8.45,43.6,633.7,72392,9.939,1934,66.57,22.89,4610,56.7,6.072,18252,46.976,16.95,3640.6,287.8,6006,143.51,8.776,52.51,36.94,457.2,264.885
2025,7,2025-S0703,3,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,10,20,15,5.85,6.67,mS,49035,5.63,64.6,1859,139.9,5.89,54.9,138.6,26754,10.132,2703,51.93,47.96,3473,43,1.582,9889,54.539,20,847.3,47.7,1438,57.2,17.994,59.2,28.407,89.8,256.501
2025,7,2025-S0703,3,NA,NA,,Lake_Sed,Lake_Sed,Core,400457,6468325,115.9471152,-31.91659937,20,30,25,5.86,6.86,mS,62542,5.86,85.5,1992,142.6,8.53,53.4,131.5,25887,13.288,3350,45.13,98.82,3600,34.8,3.7,12512,69.222,29.56,654.8,28.9,2306,98.88,14.839,64.98,28.306,92.1,270.24
2025,8,2025-S08,G8 S1,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,0.01,10,5,6.69,15360,µS,23747,31.84,82.2,5058,102.1,11.79,33.3,396.1,118853,9.162,3079,51.33,23.06,6574,158,2.342,28068,36.383,13.08,2689.3,117.7,6493,142.92,10.149,44.07,24.505,354.7,198.975
2025,8,2025-S08,G8 S1,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,10,20,15,6.33,10650,µS,27016,37.34,80.8,2656,120.2,10.53,40.8,400.2,123582,10.495,1987,61.11,20.4,3510,80.5,2.611,14498,42.002,15.36,3157.2,193.7,3694,187.76,11.324,56.54,29.206,403.9,233.807
2025,8,2025-S08,G8 S1,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,20,30,25,6.66,18060,µS,28747,28.51,76.8,3587,118.9,10.6,35.5,296.6,100689,9.267,2190,58.89,21.8,4538,113.2,1.561,18348,41.184,14.58,2518,128.6,4283,130.04,12.685,56.78,29.307,344.1,228.241
2025,8,2025-S08,G8 S2,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,0.01,10,5,6.69,15360,µS,22402,31.6,78.4,5443,100,12.39,31.2,400.7,116261,8.944,3057,49.99,21.87,7014,174,2.015,29085,35.677,12.8,2666.5,113.4,6814,142.15,9.398,42.78,24.494,368.4,194.611
2025,8,2025-S08,G8 S2,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,10,20,15,6.33,10650,µS,30228,42.15,83.1,2695,127.7,11.24,38.3,394.7,126976,10.828,2100,64.06,22.2,3681,83.9,2.625,15230,44.527,16.47,3258.7,200.4,3807,183.42,12.396,62,30.971,416.3,247.115
2025,8,2025-S08,G8 S2,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,20,30,25,6.66,18060,µS,27159,24.84,72.3,3410,116,10.33,33.8,296.3,95094,9.183,2097,57.85,20.8,4389,107.8,1.536,17398,40.261,13.93,2432.8,127.9,4136,124.22,12.778,55.46,28.694,346.4,223.294
2025,8,2025-S08,G8 S3,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,0.01,10,5,6.69,15360,µS,25882,35.92,86.3,5535,106.3,11.67,34.9,471,132003,9.733,3233,53.29,23.56,7108,164.3,2.561,32401,38.734,13.53,2950.3,126.9,6848,154.31,10.499,46.68,25.868,387.2,208.057
2025,8,2025-S08,G8 S3,NA,NA,,Lake_Sed,Lake_Sed,Core,400469,6468314,115.947241,-31.91669964,10,20,15,6.33,10650,µS,25039,36.94,73.3,2344,114.3,10.31,32.5,422.9,116892,9.862,1769,57.52,18.26,3228,76.1,2.617,13121,39.994,14.22,3001.1,186.7,3453,165.17,10.599,55.04,28.162,389,221.676
2025,9,2025-S09,Core 1,NA,NA,,Lake_Sed,Lake_Sed,Core,400393,6468281,115.9464339,-31.91699065,0.01,10,5,NA,NA,NA,59113,8.98,132,2461,158.3,6.67,53.4,92.9,54513,12.229,4244,66.56,59.44,4866,41,5.28,21309,63.071,23.61,751.6,46.2,4997,187.14,16.594,73.46,35.042,74.3,300.16
2025,9,2025-S09,Core 1,NA,NA,,Lake_Sed,Lake_Sed,Core,400393,6468281,115.9464339,-31.91699065,10,20,15,NA,NA,NA,53593,6.86,124,2018,146.2,7.23,47.3,44.1,57250,12.595,3776,54.2,61.27,3592,39.3,4.773,14003,62.525,23.23,458.1,24.2,4307,177.45,14.418,68.64,29.139,45.5,275.52
2025,9,2025-S09,Core 1,NA,NA,,Lake_Sed,Lake_Sed,Core,400393,6468281,115.9464339,-31.91699065,20,30,25,NA,NA,NA,74471,12,156,1808,81,8.32,60,40.4,72025,7.718,5752,41.8,70.24,4060,43.8,9.398,16918,34.218,20.82,409.5,29.6,6527,231.87,17.338,104.99,11.323,27.3,164.736
2025,9,2025-S09,Core 2,NA,NA,,Lake_Sed,Lake_Sed,Core,400393,6468281,115.9464339,-31.91699065,0.01,10,5,7.4,3.88,mS,36633,8.73,90.7,4883,128.5,8.04,44.1,204.6,36122,9.192,3485,57.22,38.63,7743,53,4.118,38894,48.465,20.52,849.8,56.5,10900,144.84,13.154,50.83,31.149,208.1,243.377
2025,9,2025-S09,Core 2,NA,NA,,Lake_Sed,Lake_Sed,Core,400393,6468281,115.9464339,-31.91699065,10,20,15,6.11,1.723,mS,52405,7.62,109.9,3634,199.1,7.44,56.5,206.6,34206,13.234,3847,84.88,53.83,6327,45.7,3.136,27251,71.885,25.07,1016.1,73,4802,152.48,17.04,61.76,48.449,128.6,369.099
2025,9,2025-S09,Core 2,NA,NA,,Lake_Sed,Lake_Sed,Core,400393,6468281,115.9464339,-31.91699065,20,30,25,5.33,4.19,mS,51662,3.82,123.7,2135,188.5,6.77,59.6,71.8,31220,12.119,3785,84.09,58.15,4383,46.6,2.445,13529,67.848,23.33,532.3,41.7,2561,156.27,19.432,68.27,42.296,73.5,352.557
2025,10,2025-S10,S1,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,0.01,10,5,5.46,11.51,mS,40123,8.1,84.4,1682,64.6,6.64,64.1,79,70712,6.954,4230,26.5,19.24,5416,82.1,0.723,20901,31.311,17.13,498.5,23,5073,64.04,21.101,74.66,9.852,23.1,129.365
2025,10,2025-S10,S2,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,10,20,15,4.72,8.46,mS,43129,8.02,154.7,1188,92.6,4.87,51.8,41.7,52880,8.64,5389,42.1,27.95,3370,46.2,2.779,13277,41.366,12.9,444.5,30.7,7768,196.9,14.851,68.07,13.225,13.5,184.706
2025,10,2025-S10,S3,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,20,30,25,4.42,3.27,mS,49414,5.57,130.5,982,74.2,5.18,51.5,30.8,47369,6.525,5381,42.85,33.34,3079,32.3,4.049,11515,30.72,14,297.3,31.9,6578,172.14,15.823,66.11,9.569,11.7,154.295
2025,10,2025-S10,S4,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,30,40,35,4.37,5.46,mS,51446,12.7,98.5,1012,30,7.67,58.6,24.1,73739,4.459,3318,14.77,28.36,3668,34.2,12.812,13808,14.791,10.52,124.6,12.1,2288,42.1,16.888,87.65,4.213,13,64.02
2025,10,2025-S10,S5,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,40,50,45,3.95,6.69,mS,15969,3.07,83.7,610,24.4,2.18,23.2,8.1,18161,1.81,1234,11.51,9.28,1391,47.9,3.947,7258,8.526,4.08,40.8,4.8,1263,16.52,10.709,22.01,2.137,9.9,46.246
2025,10,2025-S10,S6,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,50,60,55,3.62,7.66,mS,10186,4.26,27.9,527,19.3,1.41,19.2,7.1,29853,1.685,1950,9.32,5.23,1213,45.9,2.84,6297,7.364,2.13,31.5,6.5,2919,10.07,9.277,23.59,1.693,4.4,37.669
2025,10,2025-S10,S7,NA,NA,,Saltmarsh,Saltmarsh E,Core,400442,6468262,115.9469501,-31.91716634,60,70,65,3.89,4.04,mS,19729,9.63,64.4,703,19.3,2.78,40.8,13.8,63846,3.018,6025,9.11,10.03,1775,50.3,3.032,8005,8.501,3.89,33,29.9,9191,14.01,13.019,55.34,2.127,7.3,39.929
2025,11,2025-S11,G11 S1,NA,NA,,Lake_Sed,Lake_Sed,Core,400359,6468258,115.9460719,-31.91719514,0.01,10,5,6.25,8.98,mS,45149,5.12,98.5,2745,208.7,6.97,61.7,126.2,25935,11.462,3704,98.36,46.7,5343,55.4,1.937,18352,65.269,23.3,755.8,134.7,2641,121.28,20.084,64.13,51.399,99.1,383.791
2025,11,2025-S11,G11 S2,NA,NA,,Lake_Sed,Lake_Sed,Core,400359,6468258,115.9460719,-31.91719514,10,20,15,5.6,7.5,mS,59917,3.44,120.9,2571,355.5,9.46,67.3,73.4,29345,20.566,3981,142.1,69.75,5477,53.3,2.023,20646,117.623,33.65,578.9,49.5,2924,109.85,22.495,71.89,90.583,121.1,635.789
2025,11,2025-S11,G11 S3,NA,NA,,Lake_Sed,Lake_Sed,Core,400359,6468258,115.9460719,-31.91719514,20,25,22.5,6.04,11.52,mS,47836,3.31,102,2781,288.5,7.71,59.1,92.1,23689,15.564,4074,123.34,55.06,6619,47.1,1.247,29766,90.811,27.01,510.2,47.1,3127,96.73,20.531,60.61,71.432,112.6,518.215
2025,11,2025-S11,G11 S4,NA,NA,,Lake_Sed,Lake_Sed,Core,400359,6468254,115.9460715,-31.91723122,0.01,10,5,5.78,3.52,mS,48632,6.56,93.4,1975,238.9,7.98,66.7,123.1,30282,13.045,3535,109.27,47.62,4429,53.4,0.939,13199,75.429,25.43,674.1,67.4,1593,62.14,23.669,70.65,58.531,93.3,436.644
2025,11,2025-S11,G11 S5,NA,NA,,Lake_Sed,Lake_Sed,Core,400359,6468254,115.9460715,-31.91723122,10,20,15,6.11,7.8,mS,51795,3.89,112.3,1665,292.3,9.51,66.8,59,31045,16.116,3453,122.94,59.91,4168,50.9,1.08,11551,93.856,30.69,498.4,41.2,1442,67.5,22.679,71.81,73.58,113.9,525.212
2025,11,2025-S11,G11 S6,NA,NA,,Lake_Sed,Lake_Sed,Core,400359,6468254,115.9460715,-31.91723122,20,30,25,5.46,7.63,mS,53096,2.98,103.3,1725,269.7,8.95,60.3,47.7,25186,18.665,3478,95.53,68.47,4164,39.2,1.863,13231,101.606,33.35,509.8,37.1,2017,69.54,19.199,68.03,65.75,113.3,485.501
2025,11,2025-S11,G11 S7,NA,NA,,Lake_Sed,Lake_Sed,Core,400364,6468254,115.9461244,-31.91723166,0.01,10,5,5.68,4.52,mS,49696,6.06,115.7,2058,214.2,8.68,67.7,140.9,29320,12.562,3495,90.83,55.7,4127,51,1.105,11205,70.775,29.89,748.5,68.1,1931,76.26,21.904,67.47,48.626,133.2,388.367
2025,11,2025-S11,G11 S8,NA,NA,,Lake_Sed,Lake_Sed,Core,400364,6468254,115.9461244,-31.91723166,10,20,15,5.57,7.99,mS,51890,4.26,112.4,2247,295.1,9.07,64.1,114,27964,18.02,3595,112.62,63.39,4597,53.4,1.621,16549,101.838,31.63,730.2,52,2607,81.07,21.932,71.37,74.1,130.4,527.578
2025,11,2025-S11,G11 S9,NA,NA,,Lake_Sed,Lake_Sed,Core,400364,6468254,115.9461244,-31.91723166,20,30,25,5.45,7.98,mS,55780,2.41,103.4,1526,228.8,7.75,54.5,38,29643,15.626,3472,80.56,70.56,4055,37.5,3.303,15192,85.616,26.31,288.8,31.5,2242,78.66,18.578,64.19,54.01,75.1,410.602
2025,12,2025-S12,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400320,6468211,115.9456546,-31.91761568,0.01,10,5,5.09,7.33,,39684,16.61,101.2,2981,149.6,12.77,62,365.7,55621,10.095,3988,69.94,41.14,4811,65.9,2.587,17080,50.719,22.56,1556.5,161.2,4797,119.61,20.858,68.78,33.668,322.9,280.354
2025,12,2025-S12,S1,NA,NA,,Saltmarsh,Saltmarsh E,Core,400320,6468221,115.9456557,-31.91752547,10,20,15,6.36,2.83,,61031,5.63,110.9,1443,192,9.67,73.6,110.1,45231,13.474,4030,70,57.83,4052,62,1.853,7990,69.893,21.94,417.3,56.9,1276,47.63,25.722,88.57,42.099,127.2,345.367
2025,12,2025-S12,S1,NA,NA,,Saltmarsh,Saltmarsh E,Core,,,115.9456557,-31.91752547,20,30,25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,12,2025-S12,S2,NA,NA,,Saltmarsh,Saltmarsh E,Core,400320,6468215,115.945655,-31.9175796,0.01,10,5,6.62,14.31,,49037,8.25,81.8,2929,171.9,10.24,71.2,216.8,44633,10.767,4236,75.25,45.1,4921,72,1.398,15560,59.09,22.23,771.4,99.9,3122,63.7,26.467,79.86,37.439,187.9,317.007
2025,12,2025-S12,S2,NA,NA,,Saltmarsh,Saltmarsh E,Core,400320,6468215,115.945655,-31.9175796,10,20,15,5.67,2.9,,53677,3.05,78.2,1346,150.7,7.76,67.6,108.4,33595,10.037,3609,53.45,46.28,3607,56.3,1.21,7881,54.516,18.36,295.6,48.8,1183,36.02,24.266,79.5,28.81,57.6,268.703
2025,12,2025-S12,S2,NA,NA,,Saltmarsh,Saltmarsh E,Core,,,115.945655,-31.9175796,20,30,25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,12,2025-S12,S3,NA,NA,,Saltmarsh,Saltmarsh E,Core,400314,6468212,115.9455913,-31.91760613,0.01,10,5,6.01,7.85,,50576,9.53,94.3,2906,205.5,10.41,72.7,265.5,45148,12.172,4193,94.48,45.47,5358,67,2.052,17230,66.636,24.24,1079.2,256.7,3344,108.08,24.812,79.8,46.347,194.2,378.788
2025,12,2025-S12,S3,NA,NA,,Saltmarsh,Saltmarsh E,Core,400314,6468212,115.9455913,-31.91760613,10,20,15,6.36,5.84,,53346,4.15,103.1,1391,183.1,8.07,70.8,99.8,39036,12.592,3837,62.44,45.65,3935,54.9,1.331,8532,67.619,18.54,277.9,47.7,1049,37.92,25.844,81.14,37.031,64.2,325.751
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400305,6468204,115.9454953,-31.9176775,0.01,10,5,6.77,7.03,mS,42538,7.69,76.2,2519,156.2,8.19,68,126.2,41647,9.615,3830,75.83,33.35,5278,65,1.633,17217,51.863,19.89,598,73.8,2239,49.52,24.486,76.09,34.48,123.8,293.508
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400305,6468204,115.9454953,-31.9176775,10,20,15,6.25,4.01,mS,42913,4.35,82.8,1543,195.8,8.01,65.1,54.8,34496,12.102,3726,81.42,36.3,4200,55.3,1.699,10305,65.628,17.38,249.8,35.8,1126,35.26,25.246,75.53,42.734,85,354.95
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400305,6468204,115.9454953,-31.9176775,20,30,25,5.8,8.11,mS,44015,4.87,81.4,1476,120.9,7.37,58.2,44.7,34452,8.032,3595,48.75,38.88,4144,46.9,4.35,11846,42.584,14.6,194.8,25.3,1536,33.23,20.911,75.33,26.204,63.4,220.266
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400307,6468206,115.9455166,-31.91765964,0.01,10,5,6.37,11.96,mS,36548,9.5,60.6,3336,127.5,8.27,61.9,168.2,45420,8.497,3461,59.3,31.24,5484,59.7,2.484,22264,43.699,17.71,813.4,92.3,3382,58.59,19.64,67.76,28.042,150.9,238.996
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400307,6468206,115.9455166,-31.91765964,10,20,15,5.84,3.22,mS,41296,5.14,90.6,1542,187.4,7.5,61.3,60.8,37429,11.341,3626,77.99,32.87,4054,54.9,1.702,10983,62.572,16.96,295.2,36.9,1126,36.21,23.921,77.15,40.393,77.6,339.303
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400307,6468206,115.9455166,-31.91765964,20,30,25,5.71,2.29,mS,43470,4.38,77.2,1490,136.9,7.36,60.8,41.4,35023,9.278,3541,52.35,35.77,3930,50.1,2.189,10607,49.178,15.99,242,28.2,1402,33.49,21.062,73.46,28.182,58.5,247.706
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400307,6468205,115.9455165,-31.91766866,0.01,10,5,6.74,4.53,mS,41449,6.65,80.1,2069,141.1,9.74,67,83.2,42212,9.137,3829,63.9,32.59,4501,79.1,1.302,12450,50.662,20.01,305.8,41.7,1393,39.79,26.389,78.96,29.348,109.3,264.799
2025,13,2025-S13,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400307,6468205,115.9455165,-31.91766866,10,20,15,5.78,6.22,mS,50601,6.52,90,1718,158.3,9.89,70,54.2,41428,10.209,3789,69.98,38.87,4291,79.6,1.537,10741,54.61,21.36,254.1,33.4,1358,36.28,25.305,80.38,33.753,90.4,293.099
2025,14,2025-S14,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400482,6468224,115.9473692,-31.91751262,0.01,10,5,6.28,6.41,mS,45884,5.05,74,2952,154.3,8.13,70.3,59.2,40029,9.985,3694,73.7,29.31,6203,84.9,0.549,22465,57.565,23.75,390.6,20.4,3241,58.28,26.041,74.63,33.514,37.2,295.55
2025,14,2025-S14,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400482,6468224,115.9473692,-31.91751262,10,20,15,5.22,7.45,mS,48079,4.31,111.8,1504,131.1,6.37,68.3,42.3,32272,9.894,4718,61.24,33.99,4464,60.3,1.653,15812,54.236,19.39,422.3,32.9,5264,206.73,19.465,70.95,24.078,21.5,256.47
2025,14,2025-S14,,NA,NA,,Saltmarsh,Saltmarsh E,Core,400482,6468224,115.9473692,-31.91751262,20,30,25,5.26,5.49,mS,54266,5.57,134.4,1605,99.1,5.87,61.9,44.7,40346,7.153,5805,58.91,42.8,4400,45.2,4.492,18313,36.225,18.52,483.1,50.5,7505,292.69,16.66,74.9,16.189,20.6,201.388
